,geometry,u,v,key,osmid,highway,name,lanes,oneway,length,capacity,ref
121,"LINESTRING (-71.41031599999999 41.817135, -71.4105 41.817055)",201423876.0,201423880.0,0.0,19373122.0,unclassified,Elm Street,,False,17.653,20.0,
122,"LINESTRING (-71.41031599999999 41.817135, -71.409729 41.817355)",201423876.0,201360847.0,0.0,19373122.0,unclassified,Elm Street,,False,54.45,20.0,
123,"LINESTRING (-71.4105 41.817055, -71.4114032 41.816687)",201423880.0,201215984.0,0.0,19373122.0,unclassified,Elm Street,,False,85.305,20.0,
124,"LINESTRING (-71.4105 41.817055, -71.41031599999999 41.817135)",201423880.0,201423876.0,0.0,19373122.0,unclassified,Elm Street,,False,17.653,20.0,
125,"LINESTRING (-71.4105 41.817055, -71.410065 41.81646)",201423880.0,201315006.0,0.0,19390131.0,unclassified,Hospital Street,,False,75.345,27.0,
126,"LINESTRING (-71.4105 41.817055, -71.410805 41.817505)",201423880.0,201209546.0,0.0,19390131.0,unclassified,Hospital Street,,False,56.059,27.0,
127,"LINESTRING (-71.410347 41.82217, -71.4108039 41.8216937)",201583981.0,6862343501.0,0.0,48486397.0,unclassified,Pine Street,,True,65.103,23.0,
128,"LINESTRING (-71.4113018 41.8211593, -71.410544 41.8208633)",201583986.0,201776691.0,0.0,761371781.0,unclassified,Page Street,,True,70.899,7.0,
129,"LINESTRING (-71.41110999999999 41.81794, -71.410805 41.817505)",201639554.0,201209546.0,0.0,19390131.0,unclassified,Hospital Street,,False,54.576,27.0,
130,"LINESTRING (-71.4121916 41.8191513, -71.4117447 41.8196262)",201708273.0,4233047340.0,0.0,660831873.0,tertiary,Friendship Street,2,True,64.498,47.0,
131,"LINESTRING (-71.4115465 41.8175, -71.411812 41.817234)",201724711.0,201215980.0,0.0,352339439.0,unclassified,Bassett Street,,False,36.864,4.0,
132,"LINESTRING (-71.4090516 41.8224569, -71.4088181 41.8226836)",201762183.0,5152389395.0,0.0,761371779.0,tertiary,Friendship Street,,True,31.778,3.0,
133,"LINESTRING (-71.4147509 41.8175471, -71.4148205 41.8174742)",616069498.0,622651540.0,0.0,49076170.0,unclassified,East Franklin Street,,True,9.949,4.0,
134,"LINESTRING (-71.4148205 41.8174742, -71.4149738 41.8173162)",622651540.0,622651543.0,0.0,49076170.0,unclassified,East Franklin Street,,True,21.681,4.0,
135,"LINESTRING (-71.4149738 41.8173162, -71.4150487 41.8172532)",622651543.0,201584009.0,0.0,49076170.0,unclassified,East Franklin Street,,True,9.36,4.0,
136,"LINESTRING (-71.4083706 41.822059, -71.4087991 41.8216163)",2782796076.0,201360666.0,0.0,423738878.0,tertiary,Clifford Street,,True,60.696,32.0,
137,"LINESTRING (-71.41096349999999 41.8215273, -71.4113018 41.8211593)",2910197362.0,201583986.0,0.0,48486397.0,unclassified,Pine Street,,True,49.601,23.0,
138,"LINESTRING (-71.4054704 41.817201, -71.4050575 41.8173327)",3870442667.0,4492742816.0,0.0,49074850.0,primary,Point Street,2,True,37.219,12.0,US 1A
139,"LINESTRING (-71.4117447 41.8196262, -71.4115671 41.8198081)",4233047340.0,201320354.0,0.0,660831873.0,tertiary,Friendship Street,2,True,25.014,47.0,
140,"LINESTRING (-71.4095396 41.8157306, -71.409497 41.8156714)",4405117522.0,201302692.0,0.0,19390131.0,unclassified,Hospital Street,,False,7.47,27.0,
141,"LINESTRING (-71.4095396 41.8157306, -71.4097617 41.8160389)",4405117522.0,7150287914.0,0.0,19390131.0,unclassified,Hospital Street,,False,38.91,27.0,
142,"LINESTRING (-71.40500059999999 41.8174892, -71.4055109 41.8172631)",4492742801.0,4492742818.0,0.0,452481929.0,primary,Point Street,2,True,49.198,16.0,US 1A
143,"LINESTRING (-71.4046769 41.8175006, -71.40448000000001 41.817669)",4492742815.0,201302501.0,0.0,49074850.0,primary,Point Street,2,True,24.837,12.0,US 1A
144,"LINESTRING (-71.4050575 41.8173327, -71.4046769 41.8175006)",4492742816.0,4492742815.0,0.0,49074850.0,primary,Point Street,2,True,36.652,12.0,US 1A
145,"LINESTRING (-71.4055109 41.8172631, -71.405647 41.817207)",4492742818.0,201302717.0,0.0,452481929.0,primary,Point Street,2,True,12.889,16.0,US 1A
146,"LINESTRING (-71.4143629 41.816884, -71.4130572 41.8182593)",4569158430.0,4569158431.0,0.0,660831873.0,tertiary,Friendship Street,2,True,187.336,47.0,
147,"LINESTRING (-71.4130572 41.8182593, -71.4121916 41.8191513)",4569158431.0,201708273.0,0.0,660831873.0,tertiary,Friendship Street,2,True,122.406,47.0,
148,"LINESTRING (-71.4104581 41.819886, -71.41107940000001 41.8192428)",4569158432.0,7150287908.0,0.0,423738878.0,tertiary,Clifford Street,,True,88.125,32.0,
149,"LINESTRING (-71.4101503 41.8223771, -71.410347 41.82217)",5152270272.0,201583981.0,0.0,48486397.0,unclassified,Pine Street,,True,28.213,23.0,
150,"LINESTRING (-71.4088181 41.8226836, -71.4087754 41.8227249)",5152389395.0,201271496.0,0.0,761371779.0,tertiary,Friendship Street,,True,5.797,3.0,
151,"LINESTRING (-71.4063862 41.8169388, -71.40646529999999 41.8168807)",6188676783.0,201302714.0,0.0,452481929.0,primary,Point Street,2,True,9.204,16.0,US 1A
152,"LINESTRING (-71.40863299999999 41.8177899, -71.408973 41.817662)",6688119970.0,201423873.0,0.0,19373122.0,unclassified,Elm Street,,False,31.562,20.0,
153,"LINESTRING (-71.40863299999999 41.8177899, -71.4082475 41.8179582)",6688119970.0,201423870.0,0.0,19373122.0,unclassified,Elm Street,,False,37.024,20.0,
154,"LINESTRING (-71.40832450000001 41.8221029, -71.4083706 41.822059)",6688133307.0,2782796076.0,0.0,423738878.0,tertiary,Clifford Street,,True,6.199,32.0,
155,"LINESTRING (-71.4108039 41.8216937, -71.41096349999999 41.8215273)",6862343501.0,2910197362.0,0.0,48486397.0,unclassified,Pine Street,,True,22.743,23.0,
156,"LINESTRING (-71.40758889999999 41.8182235, -71.408163 41.8179922)",6985991940.0,6985991941.0,0.0,19373122.0,unclassified,Elm Street,,False,54.083,20.0,
157,"LINESTRING (-71.40758889999999 41.8182235, -71.4074809 41.8182697)",6985991940.0,201423868.0,0.0,19373122.0,unclassified,Elm Street,,False,10.32,20.0,
158,"LINESTRING (-71.408163 41.8179922, -71.4082475 41.8179582)",6985991941.0,201423870.0,0.0,19373122.0,unclassified,Elm Street,,False,7.958,20.0,
159,"LINESTRING (-71.408163 41.8179922, -71.40758889999999 41.8182235)",6985991941.0,6985991940.0,0.0,19373122.0,unclassified,Elm Street,,False,54.083,20.0,
160,"LINESTRING (-71.41107940000001 41.8192428, -71.4113704 41.8189416)",7150287908.0,201735888.0,0.0,423738878.0,tertiary,Clifford Street,,True,41.27,32.0,
161,"LINESTRING (-71.4097617 41.8160389, -71.4095396 41.8157306)",7150287914.0,4405117522.0,0.0,19390131.0,unclassified,Hospital Street,,False,38.91,27.0,
162,"LINESTRING (-71.4097617 41.8160389, -71.410065 41.81646)",7150287914.0,201315006.0,0.0,19390131.0,unclassified,Hospital Street,,False,53.144,27.0,
163,"LINESTRING (-71.411812 41.817234, -71.41171989999999 41.8171253)",201215980.0,4405117559.0,0.0,19357901.0,unclassified,Imperial Place,,False,14.295,10.0,
164,"LINESTRING (-71.4114032 41.816687, -71.41171989999999 41.8171253)",201215984.0,4405117559.0,0.0,19357901.0,unclassified,Imperial Place,,False,55.354,10.0,
165,"LINESTRING (-71.4100689 41.8154566, -71.4099449 41.8154967)",201302686.0,4636819189.0,0.0,162270587.0,primary,Point Street,,False,11.202,21.0,
166,"LINESTRING (-71.409497 41.8156714, -71.40943969999999 41.8156926)",201302692.0,4405117520.0,0.0,162270587.0,primary,Point Street,,False,5.302,21.0,
167,"LINESTRING (-71.409497 41.8156714, -71.40955150000001 41.8156501)",201302692.0,4405117518.0,0.0,162270587.0,primary,Point Street,,False,5.1,21.0,
168,"LINESTRING (-71.4079916 41.8162698, -71.40725550000001 41.8165497)",201302701.0,201302710.0,0.0,162270587.0,primary,Point Street,,False,68.483,21.0,
169,"LINESTRING (-71.4079916 41.8162698, -71.4082664 41.8161626)",201302701.0,7046793511.0,0.0,162270587.0,primary,Point Street,,False,25.704,21.0,
170,"LINESTRING (-71.40725550000001 41.8165497, -71.40646529999999 41.8168807)",201302710.0,201302714.0,0.0,162270587.0,primary,Point Street,,False,75.12,21.0,
171,"LINESTRING (-71.40725550000001 41.8165497, -71.4079916 41.8162698)",201302710.0,201302701.0,0.0,162270587.0,primary,Point Street,,False,68.483,21.0,
172,"LINESTRING (-71.40646529999999 41.8168807, -71.40725550000001 41.8165497)",201302714.0,201302710.0,0.0,162270587.0,primary,Point Street,,False,75.12,21.0,
173,"LINESTRING (-71.4087991 41.8216163, -71.4093889 41.8219819)",201360666.0,5152253112.0,0.0,203948188.0,tertiary,Dorrance Street,,False,63.571,44.0,
174,"LINESTRING (-71.4087991 41.8216163, -71.4082653 41.821286)",201360666.0,6688133309.0,0.0,543709163.0,tertiary,Dorrance Street,,False,57.494,9.0,
175,"LINESTRING (-71.4094161 41.8209612, -71.40920439999999 41.8206418)",201360676.0,201680241.0,0.0,19393130.0,unclassified,Eddy Street,,False,39.612,9.0,
176,"LINESTRING (-71.4087538 41.8159717, -71.40834630000001 41.8161314)",201360855.0,3732216348.0,0.0,162270587.0,primary,Point Street,,False,38.155,21.0,
177,"LINESTRING (-71.4087538 41.8159717, -71.40943969999999 41.8156926)",201360855.0,4405117520.0,0.0,162270587.0,primary,Point Street,,False,64.763,21.0,
178,"LINESTRING (-71.4141527 41.8182102, -71.4142603 41.8180909)",201404991.0,6865739182.0,0.0,49076164.0,unclassified,Pine Street,,True,15.984,34.0,
179,"LINESTRING (-71.4100873 41.8224434, -71.4100426 41.822412)",201411328.0,5152270270.0,0.0,203948188.0,tertiary,Dorrance Street,,False,5.09,44.0,
180,"LINESTRING (-71.4094379 41.8220119, -71.4093889 41.8219819)",201411335.0,5152253112.0,0.0,203948188.0,tertiary,Dorrance Street,,False,5.255,44.0,
181,"LINESTRING (-71.4094379 41.8220119, -71.4094968 41.8220519)",201411335.0,5152253106.0,0.0,203948188.0,tertiary,Dorrance Street,,False,6.603,44.0,
182,"LINESTRING (-71.4094379 41.8220119, -71.4093766 41.8220822)",201411335.0,5152253110.0,0.0,461418240.0,tertiary,Friendship Street,,True,9.322,39.0,
183,"LINESTRING (-71.411196 41.8202854, -71.4118189 41.8206204)",201521566.0,201521561.0,0.0,761371775.0,unclassified,Richmond Street,,True,63.655,15.0,
184,"LINESTRING (-71.411136 41.8202513, -71.410544 41.8208633)",201521567.0,201776691.0,0.0,461418240.0,tertiary,Friendship Street,,True,83.89,39.0,
185,"LINESTRING (-71.411136 41.8202513, -71.411196 41.8202854)",201521567.0,201521566.0,0.0,761371775.0,unclassified,Richmond Street,,True,6.253,15.0,
186,"LINESTRING (-71.41337679999999 41.8190209, -71.413719 41.8186668)",201583995.0,201760865.0,0.0,49076164.0,unclassified,Pine Street,,True,48.523,34.0,
187,"LINESTRING (-71.4129451 41.8194654, -71.4129801 41.8194318)",201622522.0,6658050238.0,0.0,761371757.0,unclassified,Pine Street,,True,4.73,14.0,
188,"LINESTRING (-71.41110999999999 41.81794, -71.4115465 41.8175)",201639554.0,201724711.0,0.0,761494795.0,unclassified,Bassett Street,,False,60.846,10.0,
189,"LINESTRING (-71.41110999999999 41.81794, -71.410614 41.818424)",201639554.0,201708114.0,0.0,761494795.0,unclassified,Bassett Street,,False,67.719,10.0,
190,"LINESTRING (-71.4080043 41.8193693, -71.4080099 41.819424)",201680041.0,7033796936.0,0.0,19384792.0,primary,Dyer Street,2,False,6.1,34.0,
191,"LINESTRING (-71.409863 41.8215769, -71.4094869 41.8219592)",201680141.0,5152253108.0,0.0,461418240.0,tertiary,Friendship Street,,True,52.71,39.0,
192,"LINESTRING (-71.40920439999999 41.8206418, -71.4094161 41.8209612)",201680241.0,201360676.0,0.0,19393130.0,unclassified,Eddy Street,,False,39.612,9.0,
193,"LINESTRING (-71.410614 41.818424, -71.41110999999999 41.81794)",201708114.0,201639554.0,0.0,761494795.0,unclassified,Bassett Street,,False,67.719,10.0,
194,"LINESTRING (-71.4121916 41.8191513, -71.4117444 41.8189248)",201708273.0,7150287907.0,0.0,761494796.0,tertiary,Chestnut Street,,False,44.807,4.0,
195,"LINESTRING (-71.4115465 41.8175, -71.41110999999999 41.81794)",201724711.0,201639554.0,0.0,761494795.0,unclassified,Bassett Street,,False,60.846,10.0,
196,"LINESTRING (-71.413719 41.8186668, -71.4141527 41.8182102)",201760865.0,201404991.0,0.0,49076164.0,unclassified,Pine Street,,True,62.205,34.0,
197,"LINESTRING (-71.4090516 41.8224569, -71.4084393 41.8220914)",201762183.0,201762190.0,0.0,682610868.0,unclassified,Orange Street,,True,65.008,17.0,
198,"LINESTRING (-71.4084393 41.8220914, -71.4083706 41.822059)",201762190.0,2782796076.0,0.0,682610868.0,unclassified,Orange Street,,True,6.737,17.0,
199,"LINESTRING (-71.410544 41.8208633, -71.41014699999999 41.8212915)",201776691.0,201786118.0,0.0,461418240.0,tertiary,Friendship Street,,True,57.873,39.0,
200,"LINESTRING (-71.41014699999999 41.8212915, -71.4103336 41.8213454)",201786118.0,6862343496.0,0.0,287419031.0,unclassified,Garnet Street,,True,16.584,19.0,
201,"LINESTRING (-71.41014699999999 41.8212915, -71.409863 41.8215769)",201786118.0,201680141.0,0.0,461418240.0,tertiary,Friendship Street,,True,39.509,39.0,
202,"LINESTRING (-71.40834630000001 41.8161314, -71.4082664 41.8161626)",3732216348.0,7046793511.0,0.0,162270587.0,primary,Point Street,,False,7.475,21.0,
203,"LINESTRING (-71.40834630000001 41.8161314, -71.4087538 41.8159717)",3732216348.0,201360855.0,0.0,162270587.0,primary,Point Street,,False,38.155,21.0,
204,"LINESTRING (-71.40955150000001 41.8156501, -71.409497 41.8156714)",4405117518.0,201302692.0,0.0,162270587.0,primary,Point Street,,False,5.1,21.0,
205,"LINESTRING (-71.40955150000001 41.8156501, -71.4097513 41.8155762)",4405117518.0,4636819190.0,0.0,162270587.0,primary,Point Street,,False,18.485,21.0,
206,"LINESTRING (-71.40943969999999 41.8156926, -71.4087538 41.8159717)",4405117520.0,201360855.0,0.0,162270587.0,primary,Point Street,,False,64.763,21.0,
207,"LINESTRING (-71.40943969999999 41.8156926, -71.409497 41.8156714)",4405117520.0,201302692.0,0.0,162270587.0,primary,Point Street,,False,5.302,21.0,
208,"LINESTRING (-71.41171989999999 41.8171253, -71.4114032 41.816687)",4405117559.0,201215984.0,0.0,19357901.0,unclassified,Imperial Place,,False,55.354,10.0,
209,"LINESTRING (-71.41171989999999 41.8171253, -71.411812 41.817234)",4405117559.0,201215980.0,0.0,19357901.0,unclassified,Imperial Place,,False,14.295,10.0,
210,"LINESTRING (-71.4115039 41.818803, -71.4117444 41.8189248)",4569158439.0,7150287907.0,0.0,761494796.0,tertiary,Chestnut Street,,False,24.096,4.0,
211,"LINESTRING (-71.4099449 41.8154967, -71.4097513 41.8155762)",4636819189.0,4636819190.0,0.0,162270587.0,primary,Point Street,,False,18.318,21.0,
212,"LINESTRING (-71.4099449 41.8154967, -71.4100689 41.8154566)",4636819189.0,201302686.0,0.0,162270587.0,primary,Point Street,,False,11.202,21.0,
213,"LINESTRING (-71.4097513 41.8155762, -71.40955150000001 41.8156501)",4636819190.0,4405117518.0,0.0,162270587.0,primary,Point Street,,False,18.485,21.0,
214,"LINESTRING (-71.4097513 41.8155762, -71.4099449 41.8154967)",4636819190.0,4636819189.0,0.0,162270587.0,primary,Point Street,,False,18.318,21.0,
215,"LINESTRING (-71.4094968 41.8220519, -71.4094379 41.8220119)",5152253106.0,201411335.0,0.0,203948188.0,tertiary,Dorrance Street,,False,6.603,44.0,
216,"LINESTRING (-71.4094968 41.8220519, -71.4100426 41.822412)",5152253106.0,5152270270.0,0.0,203948188.0,tertiary,Dorrance Street,,False,60.406,44.0,
217,"LINESTRING (-71.4094869 41.8219592, -71.4094379 41.8220119)",5152253108.0,201411335.0,0.0,461418240.0,tertiary,Friendship Street,,True,7.129,39.0,
218,"LINESTRING (-71.4093766 41.8220822, -71.4090516 41.8224569)",5152253110.0,201762183.0,0.0,461418240.0,tertiary,Friendship Street,,True,49.611,39.0,
219,"LINESTRING (-71.4093889 41.8219819, -71.4087991 41.8216163)",5152253112.0,201360666.0,0.0,203948188.0,tertiary,Dorrance Street,,False,63.571,44.0,
220,"LINESTRING (-71.4093889 41.8219819, -71.4094379 41.8220119)",5152253112.0,201411335.0,0.0,203948188.0,tertiary,Dorrance Street,,False,5.255,44.0,
221,"LINESTRING (-71.4100426 41.822412, -71.4094968 41.8220519)",5152270270.0,5152253106.0,0.0,203948188.0,tertiary,Dorrance Street,,False,60.406,44.0,
222,"LINESTRING (-71.4100426 41.822412, -71.4100873 41.8224434)",5152270270.0,201411328.0,0.0,203948188.0,tertiary,Dorrance Street,,False,5.09,44.0,
223,"LINESTRING (-71.4081521 41.8212104, -71.40815910000001 41.8210484)",5255991882.0,6985991927.0,0.0,19384792.0,primary,Dyer Street,2,False,18.023,34.0,
224,"LINESTRING (-71.4081521 41.8212104, -71.4082653 41.821286)",5255991882.0,6688133309.0,0.0,543709163.0,tertiary,Dorrance Street,,False,12.596,9.0,
225,"LINESTRING (-71.4129801 41.8194318, -71.41337679999999 41.8190209)",6658050238.0,201583995.0,0.0,761371757.0,unclassified,Pine Street,,True,56.287,14.0,
226,"LINESTRING (-71.4082653 41.821286, -71.4081521 41.8212104)",6688133309.0,5255991882.0,0.0,543709163.0,tertiary,Dorrance Street,,False,12.596,9.0,
227,"LINESTRING (-71.4082653 41.821286, -71.4087991 41.8216163)",6688133309.0,201360666.0,0.0,543709163.0,tertiary,Dorrance Street,,False,57.494,9.0,
228,"LINESTRING (-71.4103336 41.8213454, -71.41096349999999 41.8215273)",6862343496.0,2910197362.0,0.0,287419031.0,unclassified,Garnet Street,,True,55.979,19.0,
229,"LINESTRING (-71.4142603 41.8180909, -71.4147509 41.8175471)",6865739182.0,616069498.0,0.0,49076164.0,unclassified,Pine Street,,True,72.865,34.0,
230,"LINESTRING (-71.40815910000001 41.8210484, -71.4081521 41.8212104)",6985991927.0,5255991882.0,0.0,19384792.0,primary,Dyer Street,2,False,18.023,34.0,
231,"LINESTRING (-71.40815910000001 41.8210484, -71.40806329999999 41.8199956)",6985991927.0,6985991928.0,0.0,19384792.0,primary,Dyer Street,2,False,117.335,34.0,
232,"LINESTRING (-71.40806329999999 41.8199956, -71.40815910000001 41.8210484)",6985991928.0,6985991927.0,0.0,19384792.0,primary,Dyer Street,2,False,117.335,34.0,
233,"LINESTRING (-71.40806329999999 41.8199956, -71.4080123 41.8194477)",6985991928.0,6985991929.0,0.0,19384792.0,primary,Dyer Street,2,False,61.07,34.0,
234,"LINESTRING (-71.4080123 41.8194477, -71.40806329999999 41.8199956)",6985991929.0,6985991928.0,0.0,19384792.0,primary,Dyer Street,2,False,61.07,34.0,
235,"LINESTRING (-71.4080123 41.8194477, -71.4080099 41.819424)",6985991929.0,7033796936.0,0.0,19384792.0,primary,Dyer Street,2,False,2.643,34.0,
236,"LINESTRING (-71.4080099 41.819424, -71.4080123 41.8194477)",7033796936.0,6985991929.0,0.0,19384792.0,primary,Dyer Street,2,False,2.643,34.0,
237,"LINESTRING (-71.4080099 41.819424, -71.4080043 41.8193693)",7033796936.0,201680041.0,0.0,19384792.0,primary,Dyer Street,2,False,6.1,34.0,
238,"LINESTRING (-71.4082664 41.8161626, -71.4079916 41.8162698)",7046793511.0,201302701.0,0.0,162270587.0,primary,Point Street,,False,25.704,21.0,
239,"LINESTRING (-71.4082664 41.8161626, -71.40834630000001 41.8161314)",7046793511.0,3732216348.0,0.0,162270587.0,primary,Point Street,,False,7.475,21.0,
240,"LINESTRING (-71.4117444 41.8189248, -71.4115039 41.818803)",7150287907.0,4569158439.0,0.0,761494796.0,tertiary,Chestnut Street,,False,24.096,4.0,
241,"LINESTRING (-71.4117444 41.8189248, -71.4121916 41.8191513)",7150287907.0,201708273.0,0.0,761494796.0,tertiary,Chestnut Street,,False,44.807,4.0,
